ts_code,tier,entry_date,exit_date,entry_price,exit_price,return,hold_days,exit_reason,sell_score,exit_action,core_hits,aux_hits,entry_regime,position_weight
513260.SH,B,20250314,20250321,1.541000,1.479000,-0.040234,5,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bull,0.700000
159770.SZ,C,20250320,20250321,1.009000,0.976000,-0.032706,1,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",sideways,0.200000
562500.SH,C,20250320,20250321,0.973000,0.942000,-0.031860,1,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",sideways,0.200000
588030.SH,B,20250320,20250321,1.026000,0.995000,-0.030214,1,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",sideways,0.350000
588190.SH,B,20250320,20250321,1.020000,0.992000,-0.027451,1,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",sideways,0.350000
588890.SH,C,20250324,20250325,1.774000,1.734000,-0.022548,1,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
513580.SH,C,20250401,20250403,0.743000,0.726000,-0.022880,2,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
159363.SZ,C,20250408,20250415,0.401902,0.437938,0.089664,5,time,0.000000,time,{},{},bear,0.080000
159501.SZ,C,20250408,20250409,1.211000,1.175000,-0.029727,1,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
159509.SZ,C,20250408,20250410,1.256000,1.375000,0.094745,2,target_hit,1.500000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": true, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
159561.SZ,C,20250408,20250409,1.107000,1.088000,-0.017164,1,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
159599.SZ,C,20250408,20250411,1.345000,1.497000,0.113011,3,target_hit,1.500000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": true, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
159632.SZ,C,20250408,20250409,1.481000,1.449000,-0.021607,1,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
159655.SZ,C,20250408,20250409,1.372000,1.331000,-0.029883,1,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
159660.SZ,C,20250408,20250409,1.411000,1.383000,-0.019844,1,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
159682.SZ,C,20250408,20250415,0.774000,0.812000,0.049096,5,time,0.000000,time,{},{},bear,0.080000
159696.SZ,C,20250408,20250409,1.200000,1.164000,-0.030000,1,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
159713.SZ,C,20250408,20250415,0.742000,0.750000,0.010782,5,time,0.000000,time,{},{},bear,0.080000
513110.SH,C,20250408,20250409,1.496000,1.452000,-0.029412,1,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
513310.SH,C,20250408,20250411,1.348000,1.454000,0.078635,3,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
513650.SH,C,20250408,20250409,1.353000,1.303000,-0.036955,1,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
513820.SH,C,20250408,20250414,0.991922,1.045513,0.054027,4,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
513850.SH,C,20250408,20250409,1.177000,1.142000,-0.029737,1,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
513870.SH,C,20250408,20250409,1.230000,1.198000,-0.026016,1,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
520990.SH,C,20250408,20250414,0.836715,0.871498,0.041571,4,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
560860.SH,C,20250408,20250415,0.763000,0.794000,0.040629,5,time,0.000000,time,{},{},bear,0.080000
589680.SH,C,20250408,20250411,0.846000,0.921000,0.088652,3,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
159206.SZ,C,20250409,20250416,0.845000,0.866000,0.024852,5,time,0.000000,time,{},{},bear,0.080000
159530.SZ,C,20250409,20250416,1.133000,1.185000,0.045896,5,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
159531.SZ,C,20250409,20250414,0.968000,1.028000,0.061983,3,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
159559.SZ,C,20250409,20250416,1.026000,1.068000,0.040936,5,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
159568.SZ,C,20250409,20250416,1.475000,1.501000,0.017627,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
159583.SZ,C,20250409,20250416,0.496500,0.508000,0.023162,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
159636.SZ,C,20250409,20250416,1.128000,1.168000,0.035461,5,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
159688.SZ,C,20250409,20250416,0.895000,0.912000,0.018994,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
159691.SZ,C,20250409,20250415,1.034000,1.084000,0.048356,4,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
159732.SZ,C,20250409,20250416,0.703000,0.741000,0.054054,5,time,0.000000,time,{},{},bear,0.080000
159740.SZ,C,20250409,20250416,0.631000,0.656000,0.039620,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
159741.SZ,C,20250409,20250415,0.624000,0.674000,0.080128,4,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
159742.SZ,C,20250409,20250416,0.650000,0.676000,0.040000,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
159747.SZ,C,20250409,20250416,1.192000,1.241000,0.041107,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
159750.SZ,C,20250409,20250415,0.870000,0.939000,0.079310,4,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
159751.SZ,C,20250409,20250415,0.882000,0.957000,0.085034,4,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
159770.SZ,C,20250409,20250416,0.801000,0.827000,0.032459,5,time,0.000000,time,{},{},bear,0.080000
159781.SZ,C,20250409,20250416,0.495000,0.513000,0.036364,5,target_hit,1.500000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": true}",bear,0.080000
159792.SZ,C,20250409,20250416,0.759000,0.767000,0.010540,5,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
159796.SZ,C,20250409,20250416,0.506000,0.521000,0.029644,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
513010.SH,C,20250409,20250416,0.658000,0.682000,0.036474,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
513020.SH,C,20250409,20250415,0.945000,1.030000,0.089947,4,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
513040.SH,C,20250409,20250416,1.223000,1.244000,0.017171,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
513130.SH,C,20250409,20250414,0.636000,0.682000,0.072327,3,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
513150.SH,C,20250409,20250415,0.963000,1.046000,0.086189,4,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
513160.SH,C,20250409,20250416,0.974000,1.004000,0.030801,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
513180.SH,C,20250409,20250416,0.647000,0.667000,0.030912,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
513260.SH,C,20250409,20250416,1.228000,1.274000,0.037459,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
513380.SH,C,20250409,20250416,0.582000,0.603000,0.036082,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
513560.SH,C,20250409,20250414,1.119000,1.224000,0.093834,3,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
513580.SH,C,20250409,20250416,0.641000,0.662000,0.032761,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
513770.SH,C,20250409,20250416,0.463500,0.470500,0.015102,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
513860.SH,C,20250409,20250415,0.607000,0.662000,0.090610,4,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
513890.SH,C,20250409,20250416,0.966000,0.999000,0.034161,5,failure_drop,2.500000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": false}",bear,0.080000
513920.SH,C,20250409,20250414,1.238325,1.290323,0.041991,3,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
513980.SH,C,20250409,20250414,0.610000,0.667000,0.093443,3,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
516860.SH,C,20250409,20250416,1.121000,1.141000,0.017841,5,time,0.000000,time,{},{},bear,0.080000
561160.SH,C,20250409,20250416,0.428000,0.440000,0.028037,5,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
562500.SH,C,20250409,20250416,0.773000,0.800000,0.034929,5,time,0.000000,time,{},{},bear,0.080000
563300.SH,C,20250409,20250414,0.972000,1.031000,0.060700,3,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
588030.SH,C,20250409,20250411,0.893000,0.959000,0.073908,2,target_hit,1.500000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": true, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
588190.SH,C,20250409,20250411,0.892000,0.957000,0.072870,2,target_hit,1.500000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": true, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
588220.SH,C,20250409,20250411,0.892000,0.960000,0.076233,2,target_hit,1.500000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": true, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
588380.SH,C,20250409,20250416,0.509000,0.527000,0.035363,5,target_hit,2.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
588790.SH,C,20250409,20250414,0.532000,0.569000,0.069549,3,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
589000.SH,C,20250409,20250411,0.874000,0.925000,0.058352,2,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
159605.SZ,C,20250410,20250416,0.969000,0.955000,-0.014448,4,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
159607.SZ,C,20250410,20250416,0.964000,0.959000,-0.005187,4,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
159875.SZ,C,20250410,20250417,0.407000,0.409000,0.004914,5,time,0.000000,time,{},{},bear,0.080000
513190.SH,C,20250410,20250414,1.367000,1.419000,0.038040,2,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
513220.SH,C,20250410,20250416,1.146000,1.126000,-0.017452,4,failure_drop,3.000000,exit,"{""target_hit"": false, ""failure_drop"": true, ""lower_low"": true}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": true, ""obv_exit"": true}",bear,0.080000
513360.SH,C,20250410,20250417,0.472000,0.482000,0.021186,5,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",bear,0.080000
159351.SZ,C,20250422,20250424,0.928876,0.929864,0.001064,2,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",sideways,0.200000
159352.SZ,C,20250422,20250424,0.956479,0.957468,0.001034,2,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",sideways,0.200000
159353.SZ,C,20250422,20250424,0.932406,0.932406,0.000000,2,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",sideways,0.200000
159399.SZ,C,20250422,20250424,0.965612,0.967580,0.002038,2,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",sideways,0.200000
511090.SH,C,20250422,20250428,123.700000,123.936000,0.001908,4,target_hit,1.500000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": true, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",sideways,0.200000
512050.SH,C,20250422,20250424,0.915000,0.916000,0.001093,2,target_hit,1.000000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",sideways,0.200000
563360.SH,C,20250422,20250424,0.973000,0.974000,0.001028,2,target_hit,1.500000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": false, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": true}",sideways,0.200000
511130.SH,B,20250423,20250425,111.101044,111.407549,0.002759,2,target_hit,1.500000,exit,"{""target_hit"": true, ""failure_drop"": false, ""lower_low"": false}","{""rsi_fade"": true, ""kdj_rollover"": false, ""below_ma5"": false, ""obv_exit"": false}",sideways,0.350000
159399.SZ,C,20250430,20250509,0.961675,0.977424,0.016377,4,upper_touch,2.000000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": true}",sideways,0.200000
159892.SZ,A,20250515,20250520,0.593000,0.636000,0.072513,3,upper_touch,2.000000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": true}",sideways,0.500000
511090.SH,C,20250515,20250522,123.096000,123.265000,0.001373,5,time,0.000000,time,{},{},sideways,0.200000
511130.SH,A,20250515,20250522,111.185631,111.233398,0.000430,5,time,0.000000,time,{},{},sideways,0.500000
513200.SH,B,20250515,20250520,0.813000,0.864000,0.062731,3,upper_touch,2.000000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": true}",sideways,0.350000
588030.SH,C,20250515,20250522,0.952000,0.959000,0.007353,5,time,0.000000,time,{},{},sideways,0.200000
588190.SH,C,20250515,20250522,0.949000,0.958000,0.009484,5,time,0.000000,time,{},{},sideways,0.200000
588220.SH,C,20250515,20250522,0.953000,0.960000,0.007345,5,time,0.000000,time,{},{},sideways,0.200000
588790.SH,B,20250520,20250527,0.586000,0.563000,-0.039249,5,time,0.000000,time,{},{},sideways,0.350000
513160.SH,B,20250522,20250529,1.068000,1.074000,0.005618,5,time,0.000000,time,{},{},sideways,0.350000
159740.SZ,A,20250523,20250530,0.697000,0.688000,-0.012912,5,time,0.000000,time,{},{},sideways,0.500000
513010.SH,A,20250523,20250530,0.721000,0.713000,-0.011096,5,time,0.000000,time,{},{},sideways,0.500000
513130.SH,A,20250523,20250530,0.697000,0.688000,-0.012912,5,time,0.000000,time,{},{},sideways,0.500000
513180.SH,A,20250523,20250530,0.707000,0.699000,-0.011315,5,time,0.000000,time,{},{},sideways,0.500000
513260.SH,A,20250523,20250530,1.350000,1.333000,-0.012593,5,time,0.000000,time,{},{},sideways,0.500000
513380.SH,B,20250523,20250530,0.641000,0.632000,-0.014041,5,time,0.000000,time,{},{},sideways,0.350000
159353.SZ,B,20250526,20250603,0.954274,0.949304,-0.005208,5,time,0.000000,time,{},{},sideways,0.350000
159792.SZ,A,20250526,20250603,0.831000,0.833000,0.002407,5,time,0.000000,time,{},{},sideways,0.500000
512050.SH,C,20250526,20250603,0.936000,0.932000,-0.004274,5,time,0.000000,time,{},{},sideways,0.200000
513770.SH,A,20250526,20250530,0.509500,0.508000,-0.002944,4,drop_spike,2.000000,exit,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.500000
560610.SH,B,20250526,20250603,0.925137,0.921196,-0.004260,5,time,0.000000,time,{},{},sideways,0.350000
563220.SH,B,20250526,20250603,0.978000,0.974000,-0.004090,5,time,0.000000,time,{},{},sideways,0.350000
563360.SH,B,20250526,20250603,0.997000,0.992000,-0.005015,5,time,0.000000,time,{},{},sideways,0.350000
563800.SH,B,20250526,20250603,0.939000,0.935000,-0.004260,5,time,0.000000,time,{},{},sideways,0.350000
563880.SH,B,20250526,20250603,0.972000,0.967000,-0.005144,5,time,0.000000,time,{},{},sideways,0.350000
159338.SZ,C,20250527,20250604,0.937000,0.942000,0.005336,5,time,0.000000,time,{},{},sideways,0.200000
159339.SZ,C,20250527,20250604,0.944000,0.949000,0.005297,5,time,0.000000,time,{},{},sideways,0.200000
159351.SZ,C,20250527,20250604,0.945675,0.950615,0.005224,5,time,0.000000,time,{},{},sideways,0.200000
159352.SZ,C,20250527,20250604,0.974283,0.980218,0.006092,5,time,0.000000,time,{},{},sideways,0.200000
159361.SZ,C,20250527,20250604,0.952000,0.957000,0.005252,5,time,0.000000,time,{},{},sideways,0.200000
159605.SZ,A,20250527,20250604,1.054000,1.048000,-0.005693,5,time,0.000000,time,{},{},sideways,0.500000
159636.SZ,A,20250527,20250604,1.253000,1.274000,0.016760,5,time,0.000000,time,{},{},sideways,0.500000
513860.SH,B,20250527,20250604,0.688000,0.701000,0.018895,5,time,0.000000,time,{},{},sideways,0.350000
513980.SH,A,20250527,20250604,0.689000,0.700000,0.015965,5,time,0.000000,time,{},{},sideways,0.500000
560530.SH,C,20250527,20250604,0.947825,0.953737,0.006237,5,time,0.000000,time,{},{},sideways,0.200000
159329.SZ,A,20250529,20250606,1.012000,1.014000,0.001976,5,ma20_break,2.000000,exit,"{""ma20_break"": true, ""macd_dead_below_zero"": false, ""volume_dump"": false}","{""rsi_down"": true, ""kdj_hot"": false, ""obv_exit"": false, ""boll_mid_break"": true, ""atr_spike_up"": false}",sideways,0.500000
513020.SH,B,20250529,20250530,1.084000,1.062000,-0.020295,1,drop_spike,2.000000,exit,"{""upper_touch"": false, ""range_break"": false, ""drop_spike"": true}","{""rsi_high"": false, ""kdj_rollover"": false, ""mid_break"": true, ""obv_exit"": true, ""wr_overbought"": false}",sideways,0.350000
159201.SZ,B,20250603,20250609,0.986000,0.999000,0.013185,4,upper_touch,2.000000,exit,"{""upper_touch"": true, ""range_break"": false, ""drop_spike"": false}","{""rsi_high"": true, ""kdj_rollover"": false, ""mid_break"": false, ""obv_exit"": false, ""wr_overbought"": true}",sideways,0.350000
